item_id,quality,enchantment_id,scope_id,source_snapshot_id,source_object_id
item_emberwake_lantern,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_emberwake_lantern
item_emberwake_lantern,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_emberwake_lantern
item_emberwake_lantern,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_emberwake_lantern
item_followwake_calibrator,bronze,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_followwake_calibrator,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_followwake_calibrator,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_followwake_calibrator,silver,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_followwake_calibrator,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_followwake_calibrator,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_followwake_calibrator,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_followwake_calibrator,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_followwake_calibrator,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_followwake_calibrator,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_followwake_calibrator,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_followwake_calibrator,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_followwake_calibrator
item_homeglow_beacon,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_homeglow_beacon
item_homeglow_beacon,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_homeglow_beacon
item_homeglow_beacon,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_homeglow_beacon
item_homeglow_beacon,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_homeglow_beacon
item_homeglow_beacon,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_homeglow_beacon
item_homeglow_beacon,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_homeglow_beacon
item_homeglow_beacon,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_homeglow_beacon
item_homeglow_beacon,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_homeglow_beacon
item_inkwake_doser,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_inkwake_doser
item_inkwake_doser,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_inkwake_doser
item_inkwake_doser,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_inkwake_doser
item_inkwake_doser,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_inkwake_doser
item_inkwake_doser,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_inkwake_doser
item_inkwake_doser,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_inkwake_doser
item_inkwake_doser,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_inkwake_doser
item_inkwake_doser,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_inkwake_doser
item_mistkelp_remedy_kit,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistkelp_remedy_kit
item_mistkelp_remedy_kit,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistkelp_remedy_kit
item_mistkelp_remedy_kit,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistkelp_remedy_kit
item_mistkelp_remedy_kit,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistkelp_remedy_kit
item_mistkelp_remedy_kit,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistkelp_remedy_kit
item_mistkelp_remedy_kit,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistkelp_remedy_kit
item_mistkelp_remedy_kit,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistkelp_remedy_kit
item_mistkelp_remedy_kit,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistkelp_remedy_kit
item_mistline_ratchet,bronze,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_mistline_ratchet,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_mistline_ratchet,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_mistline_ratchet,silver,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_mistline_ratchet,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_mistline_ratchet,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_mistline_ratchet,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_mistline_ratchet,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_mistline_ratchet,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_mistline_ratchet,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_mistline_ratchet,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_mistline_ratchet,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_mistline_ratchet
item_patchwork_ram,bronze,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_patchwork_ram,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_patchwork_ram,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_patchwork_ram,silver,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_patchwork_ram,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_patchwork_ram,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_patchwork_ram,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_patchwork_ram,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_patchwork_ram,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_patchwork_ram,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_patchwork_ram,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_patchwork_ram,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_patchwork_ram
item_quadrant_linkage,bronze,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_quadrant_linkage,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_quadrant_linkage,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_quadrant_linkage,silver,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_quadrant_linkage,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_quadrant_linkage,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_quadrant_linkage,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_quadrant_linkage,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_quadrant_linkage,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_quadrant_linkage,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_quadrant_linkage,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_quadrant_linkage,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_quadrant_linkage
item_reef_hook,bronze,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_reef_hook,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_reef_hook,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_reef_hook,silver,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_reef_hook,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_reef_hook,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_reef_hook,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_reef_hook,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_reef_hook,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_reef_hook,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_reef_hook,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_reef_hook,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_reef_hook
item_saltwind_capstan,bronze,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_saltwind_capstan,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_saltwind_capstan,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_saltwind_capstan,silver,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_saltwind_capstan,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_saltwind_capstan,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_saltwind_capstan,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_saltwind_capstan,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_saltwind_capstan,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_saltwind_capstan,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_saltwind_capstan,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_saltwind_capstan,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_saltwind_capstan
item_signal_flare,silver,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_signal_flare,silver,enchant_reserve,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_signal_flare,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_signal_flare,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_signal_flare,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_signal_flare,gold,enchant_reserve,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_signal_flare,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_signal_flare,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_signal_flare,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_signal_flare,diamond,enchant_reserve,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_signal_flare,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_signal_flare,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_signal_flare
item_storm_compass,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_storm_compass
item_storm_compass,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_storm_compass
item_storm_compass,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_storm_compass
item_storm_compass,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_storm_compass
item_storm_compass,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_storm_compass
item_storm_compass,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_storm_compass
item_tidefin_launcher,bronze,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,bronze,enchant_reserve,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,silver,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,silver,enchant_reserve,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,gold,enchant_reserve,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,diamond,enchant_reserve,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefin_launcher,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefin_launcher
item_tidefold_bulwark,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefold_bulwark
item_tidefold_bulwark,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefold_bulwark
item_tidefold_bulwark,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefold_bulwark
item_tidefold_bulwark,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefold_bulwark
item_tidefold_bulwark,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefold_bulwark
item_tidefold_bulwark,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefold_bulwark
item_tidefold_bulwark,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefold_bulwark
item_tidefold_bulwark,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidefold_bulwark
item_tideglass_sidearm,bronze,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tideglass_sidearm,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tideglass_sidearm,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tideglass_sidearm,silver,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tideglass_sidearm,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tideglass_sidearm,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tideglass_sidearm,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tideglass_sidearm,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tideglass_sidearm,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tideglass_sidearm,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tideglass_sidearm,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tideglass_sidearm,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tideglass_sidearm
item_tidescar_matchlock,bronze,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_tidescar_matchlock,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_tidescar_matchlock,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_tidescar_matchlock,silver,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_tidescar_matchlock,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_tidescar_matchlock,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_tidescar_matchlock,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_tidescar_matchlock,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_tidescar_matchlock,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_tidescar_matchlock,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_tidescar_matchlock,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_tidescar_matchlock,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_tidescar_matchlock
item_wake_echo_drum,bronze,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
item_wake_echo_drum,bronze,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
item_wake_echo_drum,bronze,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
item_wake_echo_drum,silver,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
item_wake_echo_drum,silver,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
item_wake_echo_drum,silver,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
item_wake_echo_drum,gold,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
item_wake_echo_drum,gold,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
item_wake_echo_drum,gold,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
item_wake_echo_drum,diamond,enchant_breaker,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
item_wake_echo_drum,diamond,enchant_tailwind,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
item_wake_echo_drum,diamond,none,battle_profile,snapshot_original_pirate_bootstrap_v34,item_wake_echo_drum
