enchantment_id,name_zh,description_zh,item_id,quality,price,cooldown_delta_ticks,damage_delta,ammo_delta,source_stall_id,catalog_status
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_patchwork_ram,bronze,5,0,2,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_patchwork_ram,silver,7,0,3,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_patchwork_ram,gold,10,0,4,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_patchwork_ram,diamond,13,0,6,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_signal_flare,silver,7,0,3,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_signal_flare,gold,10,0,4,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_signal_flare,diamond,13,0,6,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_reef_hook,bronze,5,0,2,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_reef_hook,silver,7,0,3,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_reef_hook,gold,10,0,4,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_reef_hook,diamond,13,0,6,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_storm_compass,gold,10,0,4,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_storm_compass,diamond,13,0,6,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_abyss_bell,diamond,13,0,6,0,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_brine_cannon,bronze,4,0,0,1,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_brine_cannon,silver,6,0,0,1,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_brine_cannon,gold,9,0,0,1,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_brine_cannon,diamond,12,0,0,1,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_signal_flare,silver,6,0,0,1,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_signal_flare,gold,9,0,0,1,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_signal_flare,diamond,12,0,0,1,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_abyss_bell,diamond,12,0,0,1,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_wake_echo_drum,bronze,4,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_wake_echo_drum,silver,6,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_wake_echo_drum,gold,9,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_wake_echo_drum,diamond,12,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_saltwind_capstan,bronze,4,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_saltwind_capstan,silver,6,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_saltwind_capstan,gold,9,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_saltwind_capstan,diamond,12,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidefin_launcher,bronze,4,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidefin_launcher,silver,6,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidefin_launcher,gold,9,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidefin_launcher,diamond,12,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_wake_echo_drum,bronze,5,0,2,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_wake_echo_drum,silver,7,0,3,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_wake_echo_drum,gold,10,0,4,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_wake_echo_drum,diamond,13,0,6,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_saltwind_capstan,bronze,5,0,2,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_saltwind_capstan,silver,7,0,3,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_saltwind_capstan,gold,10,0,4,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_saltwind_capstan,diamond,13,0,6,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tidefin_launcher,bronze,5,0,2,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tidefin_launcher,silver,7,0,3,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tidefin_launcher,gold,10,0,4,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tidefin_launcher,diamond,13,0,6,0,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_tidefin_launcher,bronze,4,0,0,1,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_tidefin_launcher,silver,6,0,0,1,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_tidefin_launcher,gold,9,0,0,1,stall_mistwake,formal
enchant_reserve,余响弹仓,为使用弹药的物品增加一格初始与最大弹药。,item_tidefin_launcher,diamond,12,0,0,1,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_mistkelp_remedy_kit,bronze,4,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_mistkelp_remedy_kit,silver,6,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_mistkelp_remedy_kit,gold,9,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_mistkelp_remedy_kit,diamond,12,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidefold_bulwark,bronze,4,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidefold_bulwark,silver,6,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidefold_bulwark,gold,9,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidefold_bulwark,diamond,12,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_homeglow_beacon,bronze,4,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_homeglow_beacon,silver,6,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_homeglow_beacon,gold,9,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_homeglow_beacon,diamond,12,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidescar_matchlock,bronze,4,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tidescar_matchlock,bronze,5,0,2,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidescar_matchlock,silver,6,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tidescar_matchlock,silver,7,0,3,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidescar_matchlock,gold,9,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tidescar_matchlock,gold,10,0,4,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tidescar_matchlock,diamond,12,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tidescar_matchlock,diamond,13,0,6,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_mistline_ratchet,bronze,4,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_mistline_ratchet,bronze,5,0,2,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_mistline_ratchet,silver,6,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_mistline_ratchet,silver,7,0,3,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_mistline_ratchet,gold,9,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_mistline_ratchet,gold,10,0,4,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_mistline_ratchet,diamond,12,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_mistline_ratchet,diamond,13,0,6,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_quadrant_linkage,bronze,4,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_quadrant_linkage,bronze,5,0,2,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_quadrant_linkage,silver,6,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_quadrant_linkage,silver,7,0,3,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_quadrant_linkage,gold,9,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_quadrant_linkage,gold,10,0,4,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_quadrant_linkage,diamond,12,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_quadrant_linkage,diamond,13,0,6,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_followwake_calibrator,bronze,4,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_followwake_calibrator,bronze,5,0,2,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_followwake_calibrator,silver,6,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_followwake_calibrator,silver,7,0,3,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_followwake_calibrator,gold,9,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_followwake_calibrator,gold,10,0,4,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_followwake_calibrator,diamond,12,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_followwake_calibrator,diamond,13,0,6,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_dawntide_timer,bronze,4,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_dawntide_timer,bronze,5,0,2,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_dawntide_timer,silver,6,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_dawntide_timer,silver,7,0,3,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_dawntide_timer,gold,9,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_dawntide_timer,gold,10,0,4,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_dawntide_timer,diamond,12,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_dawntide_timer,diamond,13,0,6,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_broadside_signal_relay,bronze,4,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_broadside_signal_relay,silver,6,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_broadside_signal_relay,gold,9,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_broadside_signal_relay,diamond,12,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_crosswind_selector,bronze,4,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_crosswind_selector,silver,6,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_crosswind_selector,gold,9,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_crosswind_selector,diamond,12,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tideglass_sidearm,bronze,4,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tideglass_sidearm,silver,6,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tideglass_sidearm,gold,9,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_tideglass_sidearm,diamond,12,-1,0,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tideglass_sidearm,bronze,5,0,2,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tideglass_sidearm,silver,7,0,3,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tideglass_sidearm,gold,10,0,4,0,stall_mistwake,formal
enchant_breaker,破浪铭刻,把破浪冲势转化为明确的伤害增量。,item_tideglass_sidearm,diamond,13,0,6,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_emberwake_lantern,bronze,4,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_emberwake_lantern,silver,6,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_emberwake_lantern,gold,9,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_emberwake_lantern,diamond,12,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_inkwake_doser,bronze,4,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_inkwake_doser,silver,6,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_inkwake_doser,gold,9,-1,0,0,stall_mistwake,formal
enchant_tailwind,顺风铭刻,借顺风缩短物品的基础充能时间。,item_inkwake_doser,diamond,12,-1,0,0,stall_mistwake,formal
