source_snapshot_id,source_type,source_uuid
snapshot_vanessa_local_cache_25079259_db8914ab,item,5e7abe19-0087-4bb1-a8bf-617706cc67c9
snapshot_vanessa_local_cache_25079259_db8914ab,item,60a1f7ce-4685-4f4c-86f2-5e0f23b60da0
snapshot_vanessa_local_cache_25079259_db8914ab,item,6146cacd-202c-489f-88c0-f77ef3e0fda6
snapshot_vanessa_local_cache_25079259_db8914ab,item,616089ae-766e-4f55-b4a1-d38f6a882ef1
snapshot_vanessa_local_cache_25079259_db8914ab,item,61981752-7071-48fe-b7be-96a3e1c4653b
snapshot_vanessa_local_cache_25079259_db8914ab,item,620ec0e8-81c1-4881-8f26-e9f96e9742f5
snapshot_vanessa_local_cache_25079259_db8914ab,item,627ce721-2f70-454d-9aa2-5895ece3e6ee
snapshot_vanessa_local_cache_25079259_db8914ab,item,63e5a09e-ad7c-44ee-ba7d-d1b515ae8e9e
snapshot_vanessa_local_cache_25079259_db8914ab,item,65527be1-b100-4a4c-98d1-4f8975368b5b
snapshot_vanessa_local_cache_25079259_db8914ab,item,6870c295-6a4d-4175-b378-c961df9933de
snapshot_vanessa_local_cache_25079259_db8914ab,item,69688b74-fd2b-42a2-a018-2b720a13f95a
snapshot_vanessa_local_cache_25079259_db8914ab,item,6ab1ee94-ce35-46be-9e38-6e1da374de3e
snapshot_vanessa_local_cache_25079259_db8914ab,item,7326c177-d5c8-4e27-b8b4-acf565745019
snapshot_vanessa_local_cache_25079259_db8914ab,item,73ca1d2f-f4d3-42c4-8980-0255f5ecd472
snapshot_vanessa_local_cache_25079259_db8914ab,item,743652ce-51f9-408f-af43-5546a216ac3a
snapshot_vanessa_local_cache_25079259_db8914ab,item,7bbe85da-80cf-44a7-b33f-b6e7c4b4e256
snapshot_vanessa_local_cache_25079259_db8914ab,item,7ccaa9ae-c915-49f2-863a-aa333c41b7fb
snapshot_vanessa_local_cache_25079259_db8914ab,item,7d3b7b54-382d-4991-997d-2f78381d7690
snapshot_vanessa_local_cache_25079259_db8914ab,item,7d55da10-108e-43b6-bf86-4893f5b9060d
snapshot_vanessa_local_cache_25079259_db8914ab,item,7efc7f90-e89c-4d26-b881-65f7d2d3bdd2
snapshot_vanessa_local_cache_25079259_db8914ab,item,8048bd3a-1529-4a21-872d-20da84b223a3
snapshot_vanessa_local_cache_25079259_db8914ab,item,808ad956-94c2-4510-a06c-396156c59791
snapshot_vanessa_local_cache_25079259_db8914ab,item,813e44ee-d4a8-4d94-9a78-101004c5eded
snapshot_vanessa_local_cache_25079259_db8914ab,item,8391a75d-56e7-4206-a16e-62dbd986925f
snapshot_vanessa_local_cache_25079259_db8914ab,item,840b6bc5-4786-40bc-b864-cc5c2b78641a
snapshot_vanessa_local_cache_25079259_db8914ab,item,844f0836-fa5f-485d-83ba-e0795dd3c937
snapshot_vanessa_local_cache_25079259_db8914ab,item,865a673a-beae-4f5c-b04a-dd3fd026bc6d
snapshot_vanessa_local_cache_25079259_db8914ab,item,88e65c34-6865-4222-8eec-c18d48b2aa8d
snapshot_vanessa_local_cache_25079259_db8914ab,item,8908d2d1-1a7e-4f97-8ecb-6834e96b1eab
snapshot_vanessa_local_cache_25079259_db8914ab,item,899bc2a7-eec8-42e5-9c99-49b592617114
snapshot_vanessa_local_cache_25079259_db8914ab,item,8b994da7-7aa3-40cd-aafd-c84f0913d0c9
snapshot_vanessa_local_cache_25079259_db8914ab,item,8f18974c-eef9-4e82-a2d2-7f4e7c67daf8
snapshot_vanessa_local_cache_25079259_db8914ab,item,905f9340-4272-4f82-88e4-4a2f79f1be96
snapshot_vanessa_local_cache_25079259_db8914ab,item,91766035-9d5c-49df-b6b1-25ff7328af5b
snapshot_vanessa_local_cache_25079259_db8914ab,item,92e7ab18-a035-43c7-a53c-965aeecbe357
snapshot_vanessa_local_cache_25079259_db8914ab,item,953402e4-1430-48ab-8156-6193c9d8a7d4
snapshot_vanessa_local_cache_25079259_db8914ab,item,961e974b-5472-4298-b66b-e1f74c167c26
snapshot_vanessa_local_cache_25079259_db8914ab,item,9778f31c-87b0-4d8d-8289-50e90dd7edc5
snapshot_vanessa_local_cache_25079259_db8914ab,item,9b44aac3-173a-4d22-92f7-e2678b33c230
snapshot_vanessa_local_cache_25079259_db8914ab,item,9b739ba9-9278-45cb-9635-9ae48ac942c7
snapshot_vanessa_local_cache_25079259_db8914ab,item,9e5e3d9e-ad05-4340-9071-4fccecb79695
snapshot_vanessa_local_cache_25079259_db8914ab,item,9ede03ef-5257-4a77-a725-5c4713662208
snapshot_vanessa_local_cache_25079259_db8914ab,item,a043f66d-2320-46f6-8bac-131afeb770d2
snapshot_vanessa_local_cache_25079259_db8914ab,item,a8664dac-7a88-4af0-990e-afe7217e123f
snapshot_vanessa_local_cache_25079259_db8914ab,item,ae142862-37fd-42b6-b131-48977d29595e
snapshot_vanessa_local_cache_25079259_db8914ab,item,b02a2b57-da9c-4ad6-88ac-219b3bfec103
snapshot_vanessa_local_cache_25079259_db8914ab,item,b0f10d7f-d1df-4fb5-a88f-01b8cffd7fe4
snapshot_vanessa_local_cache_25079259_db8914ab,item,b18ca39c-8aa4-40c1-a687-524380b64370
snapshot_vanessa_local_cache_25079259_db8914ab,item,b18e28e6-69a3-455a-8a5a-1a3170c76bb7
snapshot_vanessa_local_cache_25079259_db8914ab,item,b23c5988-7091-4b77-a7fb-134c0d0a3285
snapshot_vanessa_local_cache_25079259_db8914ab,item,b2709d56-2c69-444f-8fd5-5cd237e6c053
snapshot_vanessa_local_cache_25079259_db8914ab,item,b325d26f-0625-406c-89d4-30e011b30b9e
snapshot_vanessa_local_cache_25079259_db8914ab,item,b4ccf465-fbf6-4fd4-b4ed-515594ed8722
snapshot_vanessa_local_cache_25079259_db8914ab,item,b59a6072-5eb3-4782-b683-a20ee9294e54
snapshot_vanessa_local_cache_25079259_db8914ab,item,b89ae3b6-6383-47a3-94fe-2571d30a564a
snapshot_vanessa_local_cache_25079259_db8914ab,item,bb1b65d5-ead6-4828-adb9-688c7e2aabb6
snapshot_vanessa_local_cache_25079259_db8914ab,item,bbdd06b6-c45a-43b6-8f6a-2a3c87ce5880
snapshot_vanessa_local_cache_25079259_db8914ab,item,bbf63b5c-57c3-4412-beb5-18bfec2372e6
snapshot_vanessa_local_cache_25079259_db8914ab,item,bdb95fa6-1607-4fd6-a78b-063f826df717
snapshot_vanessa_local_cache_25079259_db8914ab,item,c20cf1f9-63af-4672-92de-08a6e6110e43
snapshot_vanessa_local_cache_25079259_db8914ab,item,c264f900-4482-4f8c-b99d-22a5a529fb2a
snapshot_vanessa_local_cache_25079259_db8914ab,item,c65da89e-3504-40e7-87a8-10defcb7f07b
snapshot_vanessa_local_cache_25079259_db8914ab,item,c6ab4982-da6c-4a1a-934d-820c45014646
snapshot_vanessa_local_cache_25079259_db8914ab,item,c74239b9-563c-4672-b664-9c9f22329f19
snapshot_vanessa_local_cache_25079259_db8914ab,item,c7435ab5-dd8b-4c78-a5a4-6b2795dacaf3
snapshot_vanessa_local_cache_25079259_db8914ab,item,cae6a187-7e4e-40fb-989b-4b84d59bda24
snapshot_vanessa_local_cache_25079259_db8914ab,item,cd06b93f-ed76-40ac-a3f5-0cbb7fcc5aac
snapshot_vanessa_local_cache_25079259_db8914ab,item,ce6769db-f9a6-44a8-b915-afec472a2ea3
snapshot_vanessa_local_cache_25079259_db8914ab,item,d1788cd1-cd70-4391-a0d9-c50fc9e08d9a
snapshot_vanessa_local_cache_25079259_db8914ab,item,d305ef99-9ace-4d66-820d-a5d3d42b6bae
snapshot_vanessa_local_cache_25079259_db8914ab,item,d5110378-323c-4af3-93e5-dca3451b3ea8
snapshot_vanessa_local_cache_25079259_db8914ab,item,d6819596-2601-4757-8b72-2d708971023d
snapshot_vanessa_local_cache_25079259_db8914ab,item,d6a5d92f-113e-4a1e-96ec-99f04ea29992
snapshot_vanessa_local_cache_25079259_db8914ab,item,d8106a24-647f-40c6-8587-22f977931d76
snapshot_vanessa_local_cache_25079259_db8914ab,item,dd913d79-7509-4c8a-b68a-5bf364dc521e
snapshot_vanessa_local_cache_25079259_db8914ab,item,e041875b-2949-4c56-8e01-ac50dbb06af6
snapshot_vanessa_local_cache_25079259_db8914ab,item,e13d521c-b960-4072-83db-fe4af598dd57
snapshot_vanessa_local_cache_25079259_db8914ab,item,e6a183ce-0ea9-4981-bbfb-95be32b93de2
snapshot_vanessa_local_cache_25079259_db8914ab,item,e75ea50a-e67c-47e4-a4b1-304b87b90cf9
snapshot_vanessa_local_cache_25079259_db8914ab,item,ea887c05-b3e9-4a3c-abc6-0181bdf6bc5a
snapshot_vanessa_local_cache_25079259_db8914ab,item,eda51b14-8420-4da4-ba82-89513e5deaa2
snapshot_vanessa_local_cache_25079259_db8914ab,item,edd857da-ac11-4640-bc1a-217ef8385f72
snapshot_vanessa_local_cache_25079259_db8914ab,item,ee318a20-e1a0-4651-a904-a1e6c3939c97
snapshot_vanessa_local_cache_25079259_db8914ab,item,f04739ec-b829-46a6-b821-e153dc25e668
snapshot_vanessa_local_cache_25079259_db8914ab,item,f0590898-273f-479e-b74e-3472ecfbc02f
snapshot_vanessa_local_cache_25079259_db8914ab,item,f16f5464-02f0-4b00-9f7b-d7e7b65a1e80
snapshot_vanessa_local_cache_25079259_db8914ab,item,f3c0551a-782b-44e3-b0da-e3825366d20e
snapshot_vanessa_local_cache_25079259_db8914ab,item,f8a38ad1-5e5a-4c95-9bd1-55c81c31b117
snapshot_vanessa_local_cache_25079259_db8914ab,item,fb6e6b16-d6d0-4493-ac3f-46c26afe6c51
snapshot_vanessa_local_cache_25079259_db8914ab,item,fc8eb8ad-f5bd-495b-a157-e813dbe748bf
snapshot_vanessa_local_cache_25079259_db8914ab,item,fcdd6627-8a87-4c3d-8bc9-59f6742da494
