seed,day,step,stepLabel,optionIndex,optionId,optionName,sourceType,sourceName,poolId,petId,name,element,quality,price,cells,weight,tags
ysbzs-local,2,2,事件节点2,3,node_d02_shop_water,水系补货商人,shop_offer,水系补货商人,elem_水,pal_031,鲨小子,水,青铜,4,2,100,水、治疗、抗压承伤、后排、增益
ysbzs-local,2,2,事件节点2,3,node_d02_shop_water,水系补货商人,shop_offer,水系补货商人,elem_水,pal_010,企丸丸,水,青铜,4,2,100,水、治疗、水系牵制、后排、增益
ysbzs-local,2,4,事件节点3,1,node_d02_role_tank,前排摊位,shop_offer,前排摊位,role_坦克,pal_022,遁地鼠,土,青铜,4,2,90,土、坦克、抗压承伤、防御、前排、阻挡
ysbzs-local,2,4,事件节点3,1,node_d02_role_tank,前排摊位,shop_offer,前排摊位,role_坦克,pal_023,勾魂鱿,土,青铜,4,2,90,土、坦克、抗压承伤、防御、前排、阻挡
ysbzs-local,2,4,事件节点3,1,node_d02_role_tank,前排摊位,shop_offer,前排摊位,role_坦克,pal_022,遁地鼠,土,青铜,4,2,90,土、坦克、抗压承伤、防御、前排、阻挡
ysbzs-local,2,4,事件节点3,1,node_d02_role_tank,前排摊位,shop_offer,前排摊位,role_坦克,pal_017,瞅什魔,土,青铜,6,3,90,土、坦克、重甲抗压、防御、前排、阻挡
ysbzs-local,2,4,事件节点3,2,node_d02_role_summon,召唤摊位,shop_offer,召唤摊位,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,2,4,事件节点3,2,node_d02_role_summon,召唤摊位,shop_offer,召唤摊位,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,2,4,事件节点3,2,node_d02_role_summon,召唤摊位,shop_offer,召唤摊位,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,2,4,事件节点3,2,node_d02_role_summon,召唤摊位,shop_offer,召唤摊位,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,2,4,事件节点3,2,node_d02_role_summon,召唤摊位,shop_offer,召唤摊位,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,2,4,事件节点3,2,node_d02_role_summon,召唤摊位,shop_offer,召唤摊位,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,2,4,事件节点3,2,node_d02_role_summon,召唤摊位,shop_offer,召唤摊位,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,2,4,事件节点3,2,node_d02_role_summon,召唤摊位,shop_offer,召唤摊位,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,2,4,事件节点3,2,node_d02_role_summon,召唤摊位,shop_offer,召唤摊位,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,2,4,事件节点3,2,node_d02_role_summon,召唤摊位,shop_offer,召唤摊位,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,2,4,事件节点3,3,node_d02_shop_water,水系补货商人,shop_offer,水系补货商人,elem_水,pal_006,冲浪鸭,水,青铜,4,2,100,水、毒伤牵制、后排、增益
ysbzs-local,2,4,事件节点3,3,node_d02_shop_water,水系补货商人,shop_offer,水系补货商人,elem_水,pal_016,壶小象,水,青铜,6,3,100,水、治疗、水系控场、后排、增益
ysbzs-local,2,4,事件节点3,3,node_d02_shop_water,水系补货商人,shop_offer,水系补货商人,elem_水,pal_025,鲁米儿,水,青铜,4,2,100,水、治疗、水系牵制、后排、增益
ysbzs-local,2,4,事件节点3,3,node_d02_shop_water,水系补货商人,shop_offer,水系补货商人,elem_水,pal_011,企丸王,水,青铜,4,2,100,水、治疗、水系牵制、后排、增益
ysbzs-local,2,5,事件节点4,1,node_d02_reward_pet,宠物奖励,reward_pet,宠物奖励,reward_pT1,pal_013,叶泥泥,土,青铜,,3,60,土、坦克、重甲抗压、防御、前排、阻挡
ysbzs-local,2,5,事件节点4,1,node_d02_reward_pet,宠物奖励,reward_pet,宠物奖励,reward_pT1,pal_027,炸蛋鸟,风,青铜,,2,60,风、机动、机动压制、灵活、泛用
ysbzs-local,2,5,事件节点4,2,node_d02_role_tank,前排摊位,shop_offer,前排摊位,role_坦克,pal_015,啼卡尔,土,青铜,6,3,90,土、坦克、重甲抗压、防御、前排、阻挡
ysbzs-local,2,5,事件节点4,2,node_d02_role_tank,前排摊位,shop_offer,前排摊位,role_坦克,pal_015,啼卡尔,土,青铜,6,3,90,土、坦克、重甲抗压、防御、前排、阻挡
ysbzs-local,2,5,事件节点4,2,node_d02_role_tank,前排摊位,shop_offer,前排摊位,role_坦克,pal_013,叶泥泥,土,青铜,6,3,90,土、坦克、重甲抗压、防御、前排、阻挡
ysbzs-local,2,5,事件节点4,3,node_d02_shop_water,水系补货商人,shop_offer,水系补货商人,elem_水,pal_025,鲁米儿,水,青铜,4,2,100,水、治疗、水系牵制、后排、增益
ysbzs-local,2,5,事件节点4,3,node_d02_shop_water,水系补货商人,shop_offer,水系补货商人,elem_水,pal_006,冲浪鸭,水,青铜,4,2,100,水、毒伤牵制、后排、增益
ysbzs-local,2,5,事件节点4,3,node_d02_shop_water,水系补货商人,shop_offer,水系补货商人,elem_水,pal_010,企丸丸,水,青铜,4,2,100,水、治疗、水系牵制、后排、增益
ysbzs-local,2,5,事件节点4,3,node_d02_shop_water,水系补货商人,shop_offer,水系补货商人,elem_水,pal_031,鲨小子,水,青铜,4,2,100,水、治疗、抗压承伤、后排、增益
ysbzs-local,2,5,事件节点4,3,node_d02_shop_water,水系补货商人,shop_offer,水系补货商人,elem_水,pal_031,鲨小子,水,青铜,4,2,100,水、治疗、抗压承伤、后排、增益
ysbzs-local,3,1,事件节点1,1,node_d03_reward_tier2,白银奖励,reward_pet,白银奖励,reward_pT2,pal_053,毛掸儿,水,白银,,1,45,水、控制、水系牵制、牵制、范围、机动
ysbzs-local,3,1,事件节点1,1,node_d03_reward_tier2,白银奖励,reward_pet,白银奖励,reward_pT2,pal_072,融焰娘,火,白银,,1,45,火、召唤、召唤铺场、成长、核心
ysbzs-local,3,1,事件节点1,2,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_109,雷冥鸟,土,白银,2,1,80,土、机动、土系抗压、灵活、泛用
ysbzs-local,3,1,事件节点1,2,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_089,狱焰王,火,白银,6,3,80,火、输出、重甲抗压、爆发、前排
ysbzs-local,3,1,事件节点1,2,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_066,滑水蛇,水,白银,2,1,80,水、治疗、水系牵制、后排、增益
ysbzs-local,3,1,事件节点1,2,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_087,碧海龙,水,白银,4,2,80,水、治疗、水系牵制、后排、增益
ysbzs-local,3,1,事件节点1,2,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_047,天擒鸟,风,白银,2,1,80,风、机动、机动压制、灵活、泛用
ysbzs-local,3,1,事件节点1,2,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_051,女皇蜂,风,白银,2,1,80,风、治疗、远点压制、后排、增益
ysbzs-local,3,1,事件节点1,2,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_053,毛掸儿,水,白银,2,1,80,水、控制、水系牵制、牵制、范围、机动
ysbzs-local,3,1,事件节点1,3,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_064,花冠龙,风,白银,4,2,65,风、召唤、召唤铺场、成长、核心
ysbzs-local,3,1,事件节点1,3,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,3,1,事件节点1,3,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_072,融焰娘,火,白银,2,1,65,火、召唤、召唤铺场、成长、核心
ysbzs-local,3,1,事件节点1,3,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_072,融焰娘,火,白银,2,1,65,火、召唤、召唤铺场、成长、核心
ysbzs-local,3,1,事件节点1,3,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_072,融焰娘,火,白银,2,1,65,火、召唤、召唤铺场、成长、核心
ysbzs-local,3,1,事件节点1,3,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_063,秘斯媞雅,风,白银,2,1,65,风、召唤、召唤铺场、成长、核心
ysbzs-local,3,1,事件节点1,3,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_035,灌木羊,风,青铜,2,1,90,风、召唤、召唤铺场、成长、核心
ysbzs-local,3,1,事件节点1,3,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_083,精灵龙,风,白银,4,2,65,风、召唤、召唤铺场、成长、核心
ysbzs-local,3,2,事件节点2,1,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_057,吹雪狐,水,白银,2,1,80,水、控制、水系牵制、牵制、范围、机动
ysbzs-local,3,2,事件节点2,1,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_037,紫霞鹿,风,白银,2,1,80,风、机动、机动压制、灵活、泛用
ysbzs-local,3,2,事件节点2,1,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_045,朋克蜥,土,白银,2,1,80,土、坦克、抗压承伤、防御、前排、阻挡
ysbzs-local,3,2,事件节点2,1,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_089,狱焰王,火,白银,6,3,80,火、输出、重甲抗压、爆发、前排
ysbzs-local,3,2,事件节点2,1,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_084,水灵龙,水,白银,4,2,80,水、治疗、水系牵制、后排、增益
ysbzs-local,3,2,事件节点2,1,node_d03_tier2_shop,白银预备商人,shop_offer,白银预备商人,tier_pT2,pal_087,碧海龙,水,白银,4,2,80,水、治疗、水系牵制、后排、增益
ysbzs-local,3,2,事件节点2,2,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_063,秘斯媞雅,风,白银,2,1,65,风、召唤、召唤铺场、成长、核心
ysbzs-local,3,2,事件节点2,2,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_064,花冠龙,风,白银,4,2,65,风、召唤、召唤铺场、成长、核心
ysbzs-local,3,2,事件节点2,2,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_050,骑士蜂,风,白银,4,2,65,风、召唤、召唤铺场、成长、核心
ysbzs-local,3,2,事件节点2,2,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_083,精灵龙,风,白银,4,2,65,风、召唤、召唤铺场、成长、核心
ysbzs-local,3,2,事件节点2,2,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_064,花冠龙,风,白银,4,2,65,风、召唤、召唤铺场、成长、核心
ysbzs-local,3,2,事件节点2,2,node_d03_summon_shop,召唤强化商人,shop_offer,召唤强化商人,role_召唤,pal_063,秘斯媞雅,风,白银,2,1,65,风、召唤、召唤铺场、成长、核心
ysbzs-local,3,2,事件节点2,3,node_d03_reward_tier2,白银奖励,reward_pet,白银奖励,reward_pT2,pal_059,严冬鹿,水,白银,,1,45,水、控制、水系牵制、牵制、范围、机动
